year,month,day,stid,tmax,tmin,tavg,hmax,hmin,havg,vdef,rain,tr05,tr25,tr60,tr75,,,,,
1994,3,16,LAHO,-996,-996,-996,84.6,26.64,48.21,-996,0,-999,-999,-999,-999,,,,,
1994,3,17,LAHO,-996,-996,-996,70.36,24.46,46.53,-996,0,-999,-999,-999,-999,,,,,
1994,3,18,LAHO,-996,-996,-996,73.03,20.49,43.92,-996,0,-999,-999,-999,-999,,,,,
1994,3,19,LAHO,-996,-996,-996,82.6,34.05,55.14,-996,0,-999,-999,-999,-999,,,,,
1994,3,20,LAHO,-996,-996,-996,93.3,20.82,57.29,-996,0,-999,-999,-999,-999,,,,,
1994,3,21,LAHO,-996,-996,-996,78.56,22.09,45.83,-996,0,-999,-999,-999,-999,,,,,
1994,3,22,LAHO,-996,-996,-996,61.46,22.43,40.08,-996,0,-999,-999,-999,-999,,,,,
1994,3,23,LAHO,-996,-996,-996,80.3,9.85,43.34,-996,0,-999,-999,-999,-999,,,,,
1994,3,24,LAHO,-996,-996,-996,81.5,36.31,52.06,-996,0.05,-999,-999,-999,-999,,,,,
1994,3,25,LAHO,-996,-996,-996,88,36.46,70.96,-996,0.02,-999,-999,-999,-999,,,,,
1994,3,26,LAHO,-996,-996,-996,98.9,84.6,93.81,-996,0.12,-999,-999,-999,-999,,,,,
1994,3,27,LAHO,-996,-996,-996,97.3,29.51,60.77,-996,0,-999,-999,-999,-999,,,,,
1994,3,28,LAHO,-996,-996,-996,89.8,19.32,57.05,-996,0,-999,-999,-999,-999,,,,,
1994,3,29,LAHO,-996,-996,-996,87.2,25.15,57.23,-996,0,-999,-999,-999,-999,,,,,
1994,3,30,LAHO,-996,-996,-996,92.6,27.68,61.71,-996,0,-999,-999,-999,-999,,,,,
1994,3,31,LAHO,-996,-996,-996,82.8,16.81,45.88,-996,0,-999,-999,-999,-999,,,,,
1994,4,1,LAHO,-996,-996,-996,82.5,17.12,43.67,-996,0,-999,-999,-999,-999,,,,,
1994,4,2,LAHO,-996,-996,-996,94.6,43.3,72.37,-996,0.41,-999,-999,-999,-999,,,,,
1994,4,3,LAHO,-996,-996,-996,93.7,36.69,66.75,-996,0,-999,-999,-999,-999,,,,,
1994,4,4,LAHO,-996,-996,-996,84.4,42.05,61.16,-996,0.07,-999,-999,-999,-999,,,,,
1994,4,5,LAHO,-996,-996,-996,95.6,66.22,87.4,-996,0.03,-999,-999,-999,-999,,,,,
1994,4,6,LAHO,-996,-996,-996,91,20.53,56.74,-996,0,-999,-999,-999,-999,,,,,
1994,4,7,LAHO,-996,-996,-996,77.7,28.97,49.85,-996,0,-999,-999,-999,-999,,,,,
1994,4,8,LAHO,-996,-996,-996,88.2,43.45,62.05,-996,0.07,-999,-999,-999,-999,,,,,
1994,4,9,LAHO,-996,-996,-996,98,70.3,89.35,-996,0.23,-999,-999,-999,-999,,,,,
1994,4,10,LAHO,-996,-996,-996,99.3,90.7,95.79,-996,0.01,-999,-999,-999,-999,,,,,
1994,4,11,LAHO,-996,-996,-996,99.4,64.63,86.49,-996,1.21,-999,-999,-999,-999,,,,,
1994,4,12,LAHO,-996,-996,-996,77.29,23.36,58.03,-996,0,-999,-999,-999,-999,,,,,
1994,4,13,LAHO,-996,-996,-996,94.9,19.78,54.34,-996,0,-999,-999,-999,-999,,,,,
1994,4,14,LAHO,-996,-996,-996,81.3,35.5,61.01,-996,0,-999,-999,-999,-999,,,,,
1994,4,15,LAHO,-996,-996,-996,75.98,26.27,47.26,-996,0,-999,-999,-999,-999,,,,,
1994,4,16,LAHO,-996,-996,-996,82.2,23.78,53.87,-996,0,-999,-999,-999,-999,,,,,
1994,4,17,LAHO,-996,-996,-996,86.4,21.27,47.32,-996,0,-999,-999,-999,-999,,,,,
1994,4,18,LAHO,-996,-996,-996,60.12,16.95,38.32,-996,0,-999,-999,-999,-999,,,,,
1994,4,19,LAHO,-996,-996,-996,90.3,31.7,59.45,-996,0,-999,-999,-999,-999,,,,,
1994,4,20,LAHO,-996,-996,-996,86.3,45.18,63.44,-996,0,-999,-999,-999,-999,,,,,
1994,4,21,LAHO,-996,-996,-996,96.3,32.02,67.29,-996,0.05,-999,-999,-999,-999,,,,,
1994,4,22,LAHO,-996,-996,-996,99.4,83.6,93,-996,0.02,-999,-999,-999,-999,,,,,
1994,4,23,LAHO,-996,-996,-996,100,46.69,75.6,-996,0,-999,-999,-999,-999,,,,,
1994,4,24,LAHO,-996,-996,-996,85,43.95,67.51,-996,0,-999,-999,-999,-999,,,,,
1994,4,25,LAHO,-996,-996,-996,96.9,16.49,75.22,-996,0.02,-999,-999,-999,-999,,,,,
1994,4,26,LAHO,-996,-996,-996,54.45,12.28,32.7,-996,0,-999,-999,-999,-999,,,,,
1994,4,27,LAHO,-996,-996,-996,98.6,45.04,79.95,-996,2.2,-999,-999,-999,-999,,,,,
1994,4,28,LAHO,-996,-996,-996,98.3,51.09,78.99,-996,0.21,-999,-999,-999,-999,,,,,
1994,4,29,LAHO,-996,-996,-996,97.2,67.79,87.64,-996,1.54,-999,-999,-999,-999,,,,,
1994,4,30,LAHO,-996,-996,-996,97.5,71.34,84.48,-996,0,-999,-999,-999,-999,,,,,
1994,5,1,LAHO,-996,-996,-996,90.6,57.99,74.61,-996,0,-999,-999,-999,-999,,,,,
1994,5,2,LAHO,-996,-996,-996,98.5,85.2,94.09,-996,0.32,-999,-999,-999,-999,,,,,
1994,5,3,LAHO,-996,-996,-996,98.6,71.58,88.41,-996,0.01,-999,-999,-999,-999,,,,,
1994,5,4,LAHO,-996,-996,-996,99.6,65.72,85.43,-996,0,-999,-999,-999,-999,,,,,
1994,5,5,LAHO,-996,-996,-996,100,57.8,80.5,-996,0.01,-999,-999,-999,-999,,,,,
1994,5,6,LAHO,-996,-996,-996,94.1,53.59,79.16,-996,0,-999,-999,-999,-999,,,,,
1994,5,7,LAHO,-996,-996,-996,95.9,59.99,82.95,-996,0.04,-999,-999,-999,-999,,,,,
1994,5,8,LAHO,-996,-996,-996,96.5,53.56,78.08,-996,0,-999,-999,-999,-999,,,,,
1994,5,9,LAHO,-996,-996,-996,99.9,62.38,86.66,-996,0.01,-999,-999,-999,-999,,,,,
1994,5,10,LAHO,-996,-996,-996,99.4,51.67,78.4,-996,0,-999,-999,-999,-999,,,,,
1994,5,11,LAHO,-996,-996,-996,96.5,58.83,81.01,-996,0,-999,-999,-999,-999,,,,,
1994,5,12,LAHO,-996,-996,-996,99.5,57.29,85.64,-996,0.08,-999,-999,-999,-999,,,,,
1994,5,13,LAHO,-996,-996,-996,99.6,49.06,83.84,-996,0.01,-999,-999,-999,-999,,,,,
1994,5,14,LAHO,-996,-996,-996,99.4,53.6,87.37,-996,0.52,-999,-999,-999,-999,,,,,
1994,5,15,LAHO,-996,-996,-996,97,38.65,70.51,-996,0.01,-999,-999,-999,-999,,,,,
1994,5,16,LAHO,-996,-996,-996,95.2,45.56,69.83,-996,0,-999,-999,-999,-999,,,,,
1994,5,17,LAHO,-996,-996,-996,98.2,52.37,79.43,-996,0,-999,-999,-999,-999,,,,,
1994,5,18,LAHO,-996,-996,-996,98.5,44.39,73.43,-996,0,-999,-999,-999,-999,,,,,
1994,5,19,LAHO,-996,-996,-996,97.1,38.24,69.36,-996,0,-999,-999,-999,-999,,,,,
1994,5,20,LAHO,-996,-996,-996,88.2,38.58,62.41,-996,0,-999,-999,-999,-999,,,,,
1994,5,21,LAHO,-996,-996,-996,94.2,36.89,63.79,-996,0,-999,-999,-999,-999,,,,,
1994,5,22,LAHO,-996,-996,-996,91.9,32.59,61.75,-996,0,-999,-999,-999,-999,,,,,
1994,5,23,LAHO,-996,-996,-996,96.2,33.49,70.87,-996,1.42,-999,-999,-999,-999,,,,,
1994,5,24,LAHO,-996,-996,-996,97,50.15,75.2,-996,0.03,-999,-999,-999,-999,,,,,
1994,5,25,LAHO,-996,-996,-996,95.4,49.22,77.92,-996,0.19,-999,-999,-999,-999,,,,,
1994,5,26,LAHO,-996,-996,-996,94.8,34.31,67.87,-996,0.14,-999,-999,-999,-999,,,,,
1994,5,27,LAHO,-996,-996,-996,90.8,39.86,65.43,-996,0,-999,-999,-999,-999,,,,,
1994,5,28,LAHO,-996,-996,-996,98.9,58.55,82.26,-996,0,-999,-999,-999,-999,,,,,
1994,5,29,LAHO,-996,-996,-996,99,45.1,76.11,-996,2.07,-999,-999,-999,-999,,,,,
1994,5,30,LAHO,-996,-996,-996,99.8,38.55,77.23,-996,0.01,-999,-999,-999,-999,,,,,
1994,5,31,LAHO,-996,-996,-996,97.4,37.85,70.76,-996,0,-999,-999,-999,-999,,,,,
1994,6,1,LAHO,-996,-996,-996,97.1,42.72,71.99,-996,0,-999,-999,-999,-999,,,,,
1994,6,2,LAHO,-996,-996,-996,96.7,43.28,70.34,-996,0,-999,-999,-999,-999,,,,,
1994,6,3,LAHO,-996,-996,-996,96.4,52.71,77.34,-996,0,-999,-999,-999,-999,,,,,
1994,6,4,LAHO,-996,-996,-996,98.5,43.84,70.92,-996,0,-999,-999,-999,-999,,,,,
1994,6,5,LAHO,-996,-996,-996,96,43.95,68.6,-996,0.65,-999,-999,-999,-999,,,,,
1994,6,6,LAHO,-996,-996,-996,92.4,60,77.03,-996,0,-999,-999,-999,-999,,,,,
1994,6,7,LAHO,-996,-996,-996,95.4,43.59,69.71,-996,0,-999,-999,-999,-999,,,,,
1994,6,8,LAHO,-996,-996,-996,96.3,54.38,74.46,-996,0,-999,-999,-999,-999,,,,,
1994,6,9,LAHO,-996,-996,-996,91.1,53.01,74.98,-996,0,-999,-999,-999,-999,,,,,
1994,6,10,LAHO,-996,-996,-996,97.4,48.54,79.2,-996,0.28,-999,-999,-999,-999,,,,,
1994,6,11,LAHO,-996,-996,-996,97.9,52.8,81.29,-996,0,-999,-999,-999,-999,,,,,
1994,6,12,LAHO,-996,-996,-996,94.2,37.16,69.26,-996,0,-999,-999,-999,-999,,,,,
1994,6,13,LAHO,-996,-996,-996,93.3,38.1,63.9,-996,0,-999,-999,-999,-999,,,,,
1994,6,14,LAHO,-996,-996,-996,83.5,42.7,59.3,-996,0,-999,-999,-999,-999,,,,,
1994,6,15,LAHO,-996,-996,-996,86.2,58.27,76.1,-996,0,-999,-999,-999,-999,,,,,
1994,6,16,LAHO,-996,-996,-996,90.2,49.97,70.63,-996,0,-999,-999,-999,-999,,,,,
1994,6,17,LAHO,-996,-996,-996,94.7,39.63,67.01,-996,0,-999,-999,-999,-999,,,,,
1994,6,18,LAHO,-996,-996,-996,94.4,33.46,64.15,-996,0,-999,-999,-999,-999,,,,,
1994,6,19,LAHO,-996,-996,-996,92.7,39.57,70.11,-996,0,-999,-999,-999,-999,,,,,
1994,6,20,LAHO,-996,-996,-996,94.3,35.7,64.93,-996,0,-999,-999,-999,-999,,,,,
1994,6,21,LAHO,-996,-996,-996,92.6,33.58,59.82,-996,0,-999,-999,-999,-999,,,,,
1994,6,22,LAHO,-996,-996,-996,78.2,28.18,49.88,-996,0,-999,-999,-999,-999,,,,,
1994,6,23,LAHO,-996,-996,-996,89,34.99,60.1,-996,0,-999,-999,-999,-999,,,,,
1994,6,24,LAHO,-996,-996,-996,85.5,22.81,52.8,-996,0,-999,-999,-999,-999,,,,,
1994,6,25,LAHO,-996,-996,-996,91.8,12.12,44.18,-996,0,-999,-999,-999,-999,,,,,
1994,6,26,LAHO,-996,-996,-996,82,18.88,40.89,-996,0,-999,-999,-999,-999,,,,,
1994,6,27,LAHO,-996,-996,-996,78.7,29.67,47.84,-996,0,-999,-999,-999,-999,,,,,
1994,6,28,LAHO,-996,-996,-996,79.83,17.68,45.07,-996,0,-999,-999,-999,-999,,,,,
1994,6,29,LAHO,-996,-996,-996,95.1,23.21,46.96,-996,0.09,-999,-999,-999,-999,,,,,
1994,6,30,LAHO,-996,-996,-996,94.6,38.97,64.78,-996,0,-999,-999,-999,-999,,,,,
1994,7,1,LAHO,-996,-996,-996,85.9,27.11,55.75,-996,0,-999,-999,-999,-999,,,,,
1994,7,2,LAHO,-996,-996,-996,80.2,36.81,58.16,-996,0,-999,-999,-999,-999,,,,,
1994,7,3,LAHO,-996,-996,-996,83.8,31.61,57.07,-996,0,-999,-999,-999,-999,,,,,
1994,7,4,LAHO,-996,-996,-996,80.6,29.23,53.53,-996,0,-999,-999,-999,-999,,,,,
1994,7,5,LAHO,-996,-996,-996,77.81,31.53,52.45,-996,0,-999,-999,-999,-999,,,,,
1994,7,6,LAHO,-996,-996,-996,74.65,31.75,52.44,-996,0,-999,-999,-999,-999,,,,,
1994,7,7,LAHO,-996,-996,-996,82.7,49.5,65.44,-996,0,-999,-999,-999,-999,,,,,
1994,7,8,LAHO,-996,-996,-996,80.5,27.38,50.88,-996,0,-999,-999,-999,-999,,,,,
1994,7,9,LAHO,-996,-996,-996,75.92,31.6,56.15,-996,0,-999,-999,-999,-999,,,,,
1994,7,10,LAHO,-996,-996,-996,94.5,29.88,60.95,-996,0,-999,-999,-999,-999,,,,,
1994,7,11,LAHO,-996,-996,-996,89.7,41.83,63.22,-996,0,-999,-999,-999,-999,,,,,
1994,7,12,LAHO,-996,-996,-996,94.6,52.6,75.35,-996,0.09,-999,-999,-999,-999,,,,,
1994,7,13,LAHO,-996,-996,-996,88.1,31.11,63.72,-996,0,-999,-999,-999,-999,,,,,
1994,7,14,LAHO,-996,-996,-996,95.6,55.19,80.62,-996,0.03,-999,-999,-999,-999,,,,,
1994,7,15,LAHO,-996,-996,-996,99.3,45.58,73.99,-996,0.19,-999,-999,-999,-999,,,,,
1994,7,16,LAHO,-996,-996,-996,95.6,44.06,74.34,-996,0.52,-999,-999,-999,-999,,,,,
1994,7,17,LAHO,-996,-996,-996,95.7,41.02,75.75,-996,0.23,-999,-999,-999,-999,,,,,
1994,7,18,LAHO,-996,-996,-996,93.6,24.15,54.9,-996,0,-999,-999,-999,-999,,,,,
1994,7,19,LAHO,-996,-996,-996,77.84,21.51,45.58,-996,0,-999,-999,-999,-999,,,,,
1994,7,20,LAHO,-996,-996,-996,84.3,30.83,61.3,-996,0.01,-999,-999,-999,-999,,,,,
1994,7,21,LAHO,-996,-996,-996,96.9,35.28,73.72,-996,0.54,-999,-999,-999,-999,,,,,
1994,7,22,LAHO,-996,-996,-996,90.7,20.95,53.1,-996,0,-999,-999,-999,-999,,,,,
1994,7,23,LAHO,-996,-996,-996,86.9,30.84,58.96,-996,0,-999,-999,-999,-999,,,,,
1994,7,24,LAHO,-996,-996,-996,92.1,54.84,74.41,-996,0.01,-999,-999,-999,-999,,,,,
1994,7,25,LAHO,-996,-996,-996,96.1,60.26,81.08,-996,0.25,-999,-999,-999,-999,,,,,
1994,7,26,LAHO,-996,-996,-996,94.9,62.56,82.35,-996,0.44,-999,-999,-999,-999,,,,,
1994,7,27,LAHO,-996,-996,-996,88,31.82,58.2,-996,0,-999,-999,-999,-999,,,,,
1994,7,28,LAHO,-996,-996,-996,86.5,33.69,55.5,-996,0,-999,-999,-999,-999,,,,,
1994,7,29,LAHO,-996,-996,-996,85.3,36.61,58.97,-996,0,-999,-999,-999,-999,,,,,
1994,7,30,LAHO,-996,-996,-996,90.7,44.47,71.62,-996,0.33,-999,-999,-999,-999,,,,,
1994,7,31,LAHO,-996,-996,-996,88.2,33.96,60.75,-996,0,-999,-999,-999,-999,,,,,
1994,8,1,LAHO,-996,-996,-996,87,31.4,54.57,-996,0.02,-999,-999,-999,-999,,,,,
1994,8,2,LAHO,-996,-996,-996,90.4,59.43,78.86,-996,0.12,-999,-999,-999,-999,,,,,
1994,8,3,LAHO,-996,-996,-996,89.6,33.77,59.91,-996,0.01,-999,-999,-999,-999,,,,,
1994,8,4,LAHO,-996,-996,-996,83,34.04,58.19,-996,0,-999,-999,-999,-999,,,,,
1994,8,5,LAHO,-996,-996,-996,92,30.65,61.08,-996,0,-999,-999,-999,-999,,,,,
1994,8,6,LAHO,-996,-996,-996,90.7,31.25,60.89,-996,0,-999,-999,-999,-999,,,,,
1994,8,7,LAHO,-996,-996,-996,91,25.02,58.41,-996,0,-999,-999,-999,-999,,,,,
1994,8,8,LAHO,-996,-996,-996,95.4,34.73,64.51,-996,0,-999,-999,-999,-999,,,,,
1994,8,9,LAHO,-996,-996,-996,95.4,27.84,60.4,-996,0,-999,-999,-999,-999,,,,,
1994,8,10,LAHO,-996,-996,-996,91,34.38,58.14,-996,0,-999,-999,-999,-999,,,,,
1994,8,11,LAHO,-996,-996,-996,81.5,27.3,51.23,-996,0,-999,-999,-999,-999,,,,,
1994,8,12,LAHO,-996,-996,-996,83.4,23.01,48.72,-996,0,-999,-999,-999,-999,,,,,
1994,8,13,LAHO,-996,-996,-996,84.4,22.63,48.3,-996,0,-999,-999,-999,-999,,,,,
1994,8,14,LAHO,-996,-996,-996,82,28.86,58.57,-996,0,-999,-999,-999,-999,,,,,
1994,8,15,LAHO,-996,-996,-996,74.6,30.67,47.37,-996,0,-999,-999,-999,-999,,,,,
1994,8,16,LAHO,-996,-996,-996,57.95,20.36,37.98,-996,0,-999,-999,-999,-999,,,,,
1994,8,17,LAHO,-996,-996,-996,98.3,32.29,67.41,-996,1.01,-999,-999,-999,-999,,,,,
1994,8,18,LAHO,-996,-996,-996,97.2,38.87,74.63,-996,0.1,-999,-999,-999,-999,,,,,
1994,8,19,LAHO,-996,-996,-996,92,27.77,60.08,-996,0.33,-999,-999,-999,-999,,,,,
1994,8,20,LAHO,-996,-996,-996,97.1,49,81.84,-996,1.02,-999,-999,-999,-999,,,,,
1994,8,21,LAHO,-996,-996,-996,89.7,43.34,66.98,-996,0,-999,-999,-999,-999,,,,,
1994,8,22,LAHO,-996,-996,-996,91.7,37.88,63.37,-996,0,-999,-999,-999,-999,,,,,
1994,8,23,LAHO,-996,-996,-996,90.7,28.46,59.86,-996,0,-999,-999,-999,-999,,,,,
1994,8,24,LAHO,-996,-996,-996,92.5,31.51,65.94,-996,0,-999,-999,-999,-999,,,,,
1994,8,25,LAHO,-996,-996,-996,89.4,33.64,60.02,-996,0,-999,-999,-999,-999,,,,,
1994,8,26,LAHO,-996,-996,-996,79.7,24.08,50.72,-996,0,-999,-999,-999,-999,,,,,
1994,8,27,LAHO,-996,-996,-996,68.42,23,45.18,-996,0,-999,-999,-999,-999,,,,,
1994,8,28,LAHO,-996,-996,-996,68.54,19.39,41.42,-996,0,-999,-999,-999,-999,,,,,
1994,8,29,LAHO,-996,-996,-996,73.92,26.07,48.24,-996,0,-999,-999,-999,-999,,,,,
1994,8,30,LAHO,-996,-996,-996,91.7,23.61,59.44,-996,0.57,-999,-999,-999,-999,,,,,
1994,8,31,LAHO,-996,-996,-996,96.8,87.9,92.84,-996,0.99,-999,-999,-999,-999,,,,,
1994,9,1,LAHO,-996,-996,-996,97.3,87.8,94.12,-996,0.04,-999,-999,-999,-999,,,,,
1994,9,2,LAHO,-996,-996,-996,97.7,70.08,88,-996,0.02,-999,-999,-999,-999,,,,,
1994,9,3,LAHO,-996,-996,-996,98.3,76.91,90.7,-996,0,-999,-999,-999,-999,,,,,
